0,0,0,0,0,0,170,170,85,85,0,0,0,0,0,0
0,0,0,0,0,85,255,255,255,255,255,170,0,0,0,0
0,0,0,0,0,255,255,255,255,255,255,85,0,0,0,0
0,0,0,0,170,255,255,255,255,255,85,0,0,0,0,0
0,0,0,85,255,255,255,255,255,85,0,0,0,0,0,0
0,0,0,170,255,255,255,255,170,0,0,0,0,0,0,0
0,0,85,255,255,255,255,170,0,0,0,0,0,0,0,0
0,0,170,255,255,255,255,255,255,255,255,170,0,0,0,0
0,0,255,255,255,255,255,255,255,255,255,255,170,0,0,0
0,85,255,255,255,255,255,255,255,255,255,255,255,170,0,0
0,85,255,255,255,255,255,255,255,255,255,255,255,255,0,0
0,170,255,255,255,255,255,85,85,255,255,255,255,255,0,0
0,170,255,255,255,255,170,0,0,85,255,255,255,255,0,0
0,85,255,255,255,255,170,0,0,85,255,255,255,255,0,0
0,85,255,255,255,255,170,0,0,170,255,255,255,255,0,0
0,0,255,255,255,255,255,85,85,255,255,255,255,170,0,0
0,0,170,255,255,255,255,255,255,255,255,255,255,85,0,0
0,0,0,170,255,255,255,255,255,255,255,255,170,0,0,0
0,0,0,0,170,255,255,255,255,255,255,170,0,0,0,0
0,0,0,0,0,0,85,170,170,85,0,0,0,0,0,0
