0,0,0,0,0,0,0,85,85,85,0,0,0,0,0,0
0,0,0,0,0,170,255,255,255,255,255,170,0,0,0,0
0,0,0,85,255,255,255,255,255,255,255,255,255,85,0,0
0,0,0,255,255,255,255,255,255,255,255,255,255,255,0,0
0,0,170,255,255,255,255,255,255,255,255,255,255,255,170,0
0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,0
0,85,255,255,255,255,255,255,255,255,255,255,255,255,255,85
0,85,255,255,255,255,255,255,255,255,255,255,255,255,255,85
0,170,255,255,255,255,255,255,255,255,255,255,255,255,255,170
0,170,255,255,255,255,255,85,0,85,255,255,255,255,255,170
0,170,255,255,255,255,170,0,0,0,170,255,255,255,255,170
0,85,255,255,255,255,170,0,0,0,170,255,255,255,255,85
0,85,255,255,255,255,170,0,0,0,170,255,255,255,255,85
0,0,255,255,255,255,170,0,0,0,170,255,255,255,255,0
0,0,170,255,255,255,255,0,0,0,255,255,255,255,170,0
0,0,85,255,255,255,255,170,0,170,255,255,255,255,85,0
0,0,0,170,255,255,255,255,255,255,255,255,255,170,0,0
0,0,0,0,170,255,255,255,255,255,255,255,170,0,0,0
0,0,0,0,0,170,255,255,255,255,255,170,0,0,0,0
0,0,0,0,0,0,85,85,170,85,85,0,0,0,0,0
